Timestamp,Name,CPUPerc,MemUsage,NetIO,BlockIO
2025-12-06 13:25:22,dev-peer1.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,11.23MiB / 3.518GiB,227kB / 114kB,15.2MB / 0B
2025-12-06 13:25:22,dev-peer0.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,14.69MiB / 3.518GiB,6.31MB / 2.48MB,15.2MB / 0B
2025-12-06 13:25:22,dev-peer1.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.09MiB / 3.518GiB,11.3kB / 11kB,14.4MB / 0B
2025-12-06 13:25:22,dev-peer0.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.14MiB / 3.518GiB,11.9kB / 11.4kB,15.2MB / 0B
2025-12-06 13:25:22,cli,0.00%,2.238MiB / 3.518GiB,2.58kB / 126B,2.42MB / 0B
2025-12-06 13:25:22,peer0.org1.esign.com,4.38%,146.1MiB / 3.518GiB,46.7MB / 43.4MB,26.2MB / 33.8MB
2025-12-06 13:25:22,peer1.org2.esign.com,4.92%,127.2MiB / 3.518GiB,18MB / 5.49MB,19.3MB / 14.2MB
2025-12-06 13:25:22,peer1.org1.esign.com,4.20%,150.4MiB / 3.518GiB,20.9MB / 20.2MB,31.9MB / 33.6MB
2025-12-06 13:25:22,peer0.org2.esign.com,4.69%,124.5MiB / 3.518GiB,18.1MB / 18.3MB,16.2MB / 14.4MB
2025-12-06 13:25:22,orderer.esign.com,0.14%,61.37MiB / 3.518GiB,13.6MB / 26.2MB,71.1MB / 25.7MB
2025-12-06 13:25:22,nats.org1.esign.com,0.54%,6.992MiB / 3.518GiB,4.88kB / 126B,3.64MB / 0B
2025-12-06 13:25:22,couchdb.peer1.org2,1.16%,91.57MiB / 3.518GiB,948kB / 752kB,22MB / 10.1MB
2025-12-06 13:25:22,nats.org2.esign.com,0.08%,12.26MiB / 3.518GiB,4.92kB / 126B,12MB / 0B
2025-12-06 13:25:22,couchdb.peer1.org1,2.03%,103.9MiB / 3.518GiB,2.04MB / 1.36MB,26.1MB / 18MB
2025-12-06 13:25:22,couchdb.peer0.org2,1.93%,98.84MiB / 3.518GiB,949kB / 753kB,28.1MB / 10.1MB
2025-12-06 13:25:22,couchdb.peer0.org1,0.84%,103.1MiB / 3.518GiB,2.04MB / 1.36MB,31.3MB / 17.8MB
2025-12-06 13:25:30,dev-peer1.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,11.23MiB / 3.518GiB,227kB / 114kB,15.2MB / 0B
2025-12-06 13:25:30,dev-peer0.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,8.77%,15.03MiB / 3.518GiB,6.99MB / 2.75MB,15.3MB / 0B
2025-12-06 13:25:30,dev-peer1.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.09MiB / 3.518GiB,11.4kB / 11.1kB,14.4MB / 0B
2025-12-06 13:25:30,dev-peer0.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.14MiB / 3.518GiB,12kB / 11.4kB,15.2MB / 0B
2025-12-06 13:25:30,cli,0.00%,2.238MiB / 3.518GiB,2.58kB / 126B,2.42MB / 0B
2025-12-06 13:25:30,peer0.org1.esign.com,84.43%,157.8MiB / 3.518GiB,51.2MB / 47.7MB,26.2MB / 36.3MB
2025-12-06 13:25:30,peer1.org2.esign.com,37.89%,151.8MiB / 3.518GiB,19.3MB / 5.62MB,19.3MB / 15.5MB
2025-12-06 13:25:30,peer1.org1.esign.com,47.35%,188.9MiB / 3.518GiB,22.5MB / 21.7MB,32MB / 35.9MB
2025-12-06 13:25:30,peer0.org2.esign.com,27.98%,130.7MiB / 3.518GiB,19.4MB / 19.7MB,16.3MB / 15.7MB
2025-12-06 13:25:30,orderer.esign.com,11.49%,75.69MiB / 3.518GiB,15.1MB / 28.8MB,71.1MB / 28.2MB
2025-12-06 13:25:30,nats.org1.esign.com,0.42%,6.992MiB / 3.518GiB,4.88kB / 126B,3.64MB / 0B
2025-12-06 13:25:30,couchdb.peer1.org2,66.71%,95.5MiB / 3.518GiB,1.04MB / 818kB,22.3MB / 11.1MB
2025-12-06 13:25:30,nats.org2.esign.com,0.10%,12.26MiB / 3.518GiB,4.92kB / 126B,12MB / 0B
2025-12-06 13:25:30,couchdb.peer1.org1,104.95%,107MiB / 3.518GiB,2.23MB / 1.48MB,26.5MB / 19.7MB
2025-12-06 13:25:30,couchdb.peer0.org2,61.65%,101.7MiB / 3.518GiB,1.04MB / 818kB,28.5MB / 11MB
2025-12-06 13:25:30,couchdb.peer0.org1,2.41%,105.2MiB / 3.518GiB,2.16MB / 1.44MB,31.6MB / 18.9MB
2025-12-06 13:25:38,dev-peer1.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,11.23MiB / 3.518GiB,227kB / 114kB,15.2MB / 0B
2025-12-06 13:25:38,dev-peer0.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,14.96MiB / 3.518GiB,7.25MB / 2.85MB,15.3MB / 0B
2025-12-06 13:25:38,dev-peer1.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.09MiB / 3.518GiB,11.4kB / 11.1kB,14.4MB / 0B
2025-12-06 13:25:38,dev-peer0.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.14MiB / 3.518GiB,12kB / 11.4kB,15.2MB / 0B
2025-12-06 13:25:38,cli,0.00%,2.238MiB / 3.518GiB,2.58kB / 126B,2.42MB / 0B
2025-12-06 13:25:38,peer0.org1.esign.com,5.18%,160.6MiB / 3.518GiB,53.2MB / 49.5MB,26.3MB / 39.5MB
2025-12-06 13:25:38,peer1.org2.esign.com,5.69%,149.1MiB / 3.518GiB,20.1MB / 5.72MB,19.3MB / 16.3MB
2025-12-06 13:25:38,peer1.org1.esign.com,5.81%,187.6MiB / 3.518GiB,23.4MB / 22.6MB,33.1MB / 39.1MB
2025-12-06 13:25:38,peer0.org2.esign.com,5.52%,131.5MiB / 3.518GiB,20.2MB / 20.5MB,16.3MB / 16.5MB
2025-12-06 13:25:38,orderer.esign.com,0.09%,77.94MiB / 3.518GiB,15.7MB / 30.2MB,71.1MB / 29.6MB
2025-12-06 13:25:38,nats.org1.esign.com,0.46%,6.992MiB / 3.518GiB,4.88kB / 126B,3.64MB / 0B
2025-12-06 13:25:38,couchdb.peer1.org2,2.91%,95.53MiB / 3.518GiB,1.09MB / 856kB,22.3MB / 11.7MB
2025-12-06 13:25:38,nats.org2.esign.com,0.06%,12.26MiB / 3.518GiB,4.92kB / 126B,12MB / 0B
2025-12-06 13:25:38,couchdb.peer1.org1,4.62%,108MiB / 3.518GiB,2.34MB / 1.55MB,26.6MB / 20.7MB
2025-12-06 13:25:38,couchdb.peer0.org2,3.98%,102.2MiB / 3.518GiB,1.09MB / 857kB,28.6MB / 11.6MB
2025-12-06 13:25:38,couchdb.peer0.org1,3.45%,108.4MiB / 3.518GiB,2.34MB / 1.56MB,32MB / 20.5MB
2025-12-06 13:25:46,dev-peer1.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,11.23MiB / 3.518GiB,227kB / 114kB,15.2MB / 0B
2025-12-06 13:25:46,dev-peer0.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,18.14%,14.78MiB / 3.518GiB,7.48MB / 2.95MB,15.3MB / 0B
2025-12-06 13:25:46,dev-peer1.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.09MiB / 3.518GiB,11.5kB / 11.2kB,14.4MB / 0B
2025-12-06 13:25:46,dev-peer0.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.14MiB / 3.518GiB,12.1kB / 11.6kB,15.2MB / 0B
2025-12-06 13:25:46,cli,0.00%,2.238MiB / 3.518GiB,2.58kB / 126B,2.42MB / 0B
2025-12-06 13:25:46,peer0.org1.esign.com,102.63%,158.9MiB / 3.518GiB,54.3MB / 50.7MB,26.3MB / 39.8MB
2025-12-06 13:25:46,peer1.org2.esign.com,4.61%,149.1MiB / 3.518GiB,20.2MB / 5.76MB,19.3MB / 16.3MB
2025-12-06 13:25:46,peer1.org1.esign.com,16.10%,187.5MiB / 3.518GiB,23.5MB / 22.6MB,33.1MB / 39.4MB
2025-12-06 13:25:46,peer0.org2.esign.com,4.79%,131.5MiB / 3.518GiB,20.2MB / 20.5MB,16.3MB / 16.5MB
2025-12-06 13:25:46,orderer.esign.com,16.54%,78.21MiB / 3.518GiB,16.1MB / 30.3MB,71.1MB / 29.6MB
2025-12-06 13:25:46,nats.org1.esign.com,0.41%,6.992MiB / 3.518GiB,4.88kB / 126B,3.64MB / 0B
2025-12-06 13:25:46,couchdb.peer1.org2,3.54%,95.43MiB / 3.518GiB,1.09MB / 856kB,22.3MB / 11.7MB
2025-12-06 13:25:46,nats.org2.esign.com,0.08%,12.27MiB / 3.518GiB,4.92kB / 126B,12MB / 0B
2025-12-06 13:25:46,couchdb.peer1.org1,3.58%,107.9MiB / 3.518GiB,2.34MB / 1.55MB,26.6MB / 20.7MB
2025-12-06 13:25:46,couchdb.peer0.org2,2.54%,102.1MiB / 3.518GiB,1.09MB / 857kB,28.6MB / 11.6MB
2025-12-06 13:25:46,couchdb.peer0.org1,3.94%,108.4MiB / 3.518GiB,2.34MB / 1.56MB,32MB / 20.5MB
2025-12-06 13:25:54,dev-peer1.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,11.3MiB / 3.518GiB,227kB / 114kB,15.2MB / 0B
2025-12-06 13:25:54,dev-peer0.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,13.96%,16.11MiB / 3.518GiB,9.03MB / 3.53MB,15.3MB / 0B
2025-12-06 13:25:54,dev-peer1.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.08MiB / 3.518GiB,11.5kB / 11.2kB,14.4MB / 0B
2025-12-06 13:25:54,dev-peer0.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.08%,10.02MiB / 3.518GiB,12.3kB / 11.7kB,15.2MB / 0B
2025-12-06 13:25:54,cli,0.00%,2.238MiB / 3.518GiB,2.58kB / 126B,2.42MB / 0B
2025-12-06 13:25:54,peer0.org1.esign.com,125.11%,175MiB / 3.518GiB,64.3MB / 59.8MB,26.3MB / 45.4MB
2025-12-06 13:25:54,peer1.org2.esign.com,48.06%,141.8MiB / 3.518GiB,23.5MB / 6.03MB,19.4MB / 19.6MB
2025-12-06 13:25:54,peer1.org1.esign.com,32.89%,170.5MiB / 3.518GiB,27.4MB / 26.4MB,33.1MB / 44.9MB
2025-12-06 13:25:54,peer0.org2.esign.com,17.98%,139MiB / 3.518GiB,23.5MB / 23.9MB,16.4MB / 19.8MB
2025-12-06 13:25:54,orderer.esign.com,17.27%,63.81MiB / 3.518GiB,19.2MB / 36.7MB,71.7MB / 36.6MB
2025-12-06 13:25:54,nats.org1.esign.com,0.60%,6.988MiB / 3.518GiB,4.88kB / 126B,3.64MB / 0B
2025-12-06 13:25:54,couchdb.peer1.org2,105.37%,101.3MiB / 3.518GiB,1.31MB / 1.02MB,23.4MB / 13.6MB
2025-12-06 13:25:54,nats.org2.esign.com,0.20%,12.29MiB / 3.518GiB,4.92kB / 126B,12MB / 0B
2025-12-06 13:25:54,couchdb.peer1.org1,181.14%,115.2MiB / 3.518GiB,2.82MB / 1.86MB,27.4MB / 24.2MB
2025-12-06 13:25:54,couchdb.peer0.org2,109.15%,108MiB / 3.518GiB,1.31MB / 1.02MB,29.6MB / 13.4MB
2025-12-06 13:25:54,couchdb.peer0.org1,150.88%,119.8MiB / 3.518GiB,2.82MB / 1.86MB,33.3MB / 24.1MB
2025-12-06 13:26:03,dev-peer1.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,11.43MiB / 3.518GiB,227kB / 114kB,15.2MB / 0B
2025-12-06 13:26:03,dev-peer0.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,16.24MiB / 3.518GiB,9.14MB / 3.6MB,15.3MB / 0B
2025-12-06 13:26:03,dev-peer1.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,9.992MiB / 3.518GiB,11.7kB / 11.4kB,14.4MB / 0B
2025-12-06 13:26:03,dev-peer0.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.04MiB / 3.518GiB,12.3kB / 11.7kB,15.2MB / 0B
2025-12-06 13:26:03,cli,0.00%,2.238MiB / 3.518GiB,2.58kB / 126B,2.42MB / 0B
2025-12-06 13:26:03,peer0.org1.esign.com,4.58%,176.9MiB / 3.518GiB,66MB / 61.2MB,26.3MB / 46.6MB
2025-12-06 13:26:03,peer1.org2.esign.com,5.61%,144.9MiB / 3.518GiB,24.3MB / 6.12MB,19.4MB / 20.4MB
2025-12-06 13:26:03,peer1.org1.esign.com,4.63%,172.6MiB / 3.518GiB,28.4MB / 27.3MB,33.2MB / 46.1MB
2025-12-06 13:26:03,peer0.org2.esign.com,4.86%,140.5MiB / 3.518GiB,24.4MB / 24.7MB,16.4MB / 20.6MB
2025-12-06 13:26:03,orderer.esign.com,0.10%,65.16MiB / 3.518GiB,19.8MB / 38.2MB,71.7MB / 38.1MB
2025-12-06 13:26:03,nats.org1.esign.com,0.45%,7.004MiB / 3.518GiB,4.88kB / 126B,3.64MB / 0B
2025-12-06 13:26:03,couchdb.peer1.org2,3.72%,99MiB / 3.518GiB,1.36MB / 1.06MB,23.4MB / 14MB
2025-12-06 13:26:03,nats.org2.esign.com,0.11%,12.34MiB / 3.518GiB,4.92kB / 126B,12MB / 0B
2025-12-06 13:26:03,couchdb.peer1.org1,1.72%,113.6MiB / 3.518GiB,2.93MB / 1.93MB,27.5MB / 25.1MB
2025-12-06 13:26:03,couchdb.peer0.org2,1.84%,103.6MiB / 3.518GiB,1.36MB / 1.06MB,29.7MB / 13.9MB
2025-12-06 13:26:03,couchdb.peer0.org1,2.03%,116.1MiB / 3.518GiB,2.93MB / 1.94MB,33.4MB / 24.9MB
2025-12-06 13:26:10,dev-peer1.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.05%,12.45MiB / 3.518GiB,338kB / 169kB,15.2MB / 0B
2025-12-06 13:26:10,dev-peer0.org1.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.04%,14.98MiB / 3.518GiB,9.25MB / 3.66MB,15.3MB / 0B
2025-12-06 13:26:10,dev-peer1.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,9.992MiB / 3.518GiB,11.7kB / 11.4kB,14.4MB / 0B
2025-12-06 13:26:10,dev-peer0.org2.esign.com-basic_1.1-6a064af0e3d19a7f221b8c2c8c080eb22fa816918732f2f5c45e47cc6ea0bb22,0.00%,10.04MiB / 3.518GiB,12.3kB / 11.8kB,15.2MB / 0B
2025-12-06 13:26:10,cli,0.00%,2.238MiB / 3.518GiB,2.58kB / 126B,2.42MB / 0B
2025-12-06 13:26:10,peer0.org1.esign.com,5.03%,176.9MiB / 3.518GiB,66.3MB / 61.5MB,26.3MB / 46.6MB
2025-12-06 13:26:10,peer1.org2.esign.com,5.49%,145MiB / 3.518GiB,24.3MB / 6.16MB,19.4MB / 20.4MB
2025-12-06 13:26:10,peer1.org1.esign.com,7.00%,172.6MiB / 3.518GiB,28.5MB / 27.5MB,33.2MB / 46.1MB
2025-12-06 13:26:10,peer0.org2.esign.com,5.27%,140.5MiB / 3.518GiB,24.4MB / 24.8MB,16.4MB / 20.6MB
2025-12-06 13:26:10,orderer.esign.com,0.11%,65.14MiB / 3.518GiB,19.8MB / 38.2MB,71.7MB / 38.1MB
